title,name,likes,tags,commentsCount,comments,makes,remixes,apps,date,url,id,img
COLLAR HUESO,gabriel77746,6,"['Dog collar', 'hueso', 'llavero 3d', 'perro', 'placa para perro']",0,[],0,0,6,"by gabriel77746 January 30, 2023",https://www.thingiverse.com/thing:5823511,5823511,https://cdn.thingiverse.com/assets/ee/74/6f/02/b7/card_preview_092b87f2-d195-469f-bc62-796173d4256f.png
Space Cronk Necromunda Stylized walls,Ssmigielski,6,"['KillTeam40K', 'Necromunda', 'necromunda terrain', 'spacehulk', 'wargaming terrain', 'warhammer 40k']",0,[],0,0,6,"by Ssmigielski January 24, 2023",https://www.thingiverse.com/thing:5809805,5809805,https://cdn.thingiverse.com/assets/9b/12/40/2b/64/card_preview_fbdee3a7-4b61-4f5a-82bb-233eb05487f9.png
Support de cartes de visites,Letmeknow,6,[],0,[],0,0,6,"by Letmeknow February 01, 2023",https://www.thingiverse.com/thing:5826861,5826861,https://cdn.thingiverse.com/assets/a7/4e/de/08/4f/card_preview_1b1e7a11-bb7e-4dcf-96e7-4a41f87f1193.jpg
SmartFil 750g ToolBox,PabloBCN78,6,[],1,"[['Hello, I really like your creation and I want to ask if I could sell/commercially use the printed model according to your STL here in the Czech Republic on my e-shop? thank you very much']]",0,0,6,"by PabloBCN78 February 09, 2023",https://www.thingiverse.com/thing:5844055,5844055,https://cdn.thingiverse.com/assets/ee/ce/40/44/68/card_preview_0c3ef200-4646-4932-992e-a4e0d1616c47.jpeg
Ahoy DTU Case with display,Hello_Its_Me,6,[],2,"[[""Awesome! I Like it!\nBut can you tell me if it's for the SSD1306 0,96 Oled or the SH1106 1,3 Oled ? I'm not sure.\nYou took the NRF24L01 + PA + LNA wireless module (mit antenne) right ?"", 'I made this housing for one of my friends on his request.\nI will ask him, give me a minute or two / three / sixty / a day . . . .Answer: 0,96 Zoll OLED Display I2C SSD1306 Chip 128 x 64 Pixel I2C; Spacers gluedPhoto attached to the design.\nHope this answers your questions.']]",0,0,6,"by Hello_Its_Me January 26, 2023",https://www.thingiverse.com/thing:5813894,5813894,https://cdn.thingiverse.com/assets/f9/6b/01/c8/1b/card_preview_7edf5c45-1d36-498c-b013-995f04aaaf68.png
Lego Legion Bases,Ifoulds,6,"['legolegion', 'lego compatible', 'Miniature Base', 'starwars', 'starwars Legion']",0,[],0,0,6,"by Ifoulds February 02, 2023",https://www.thingiverse.com/thing:5828558,5828558,https://cdn.thingiverse.com/assets/5f/1b/40/07/24/card_preview_bcbbc766-c6ef-4489-b422-55173ae0d80d.jpg
Oldhammer Orc Troops,Rodgarius,6,"['computer', 'Computer Accessories', 'drive', 'Filler', 'hard drive', 'IKEA Skadis', 'Lee Loadmaster', 'lee turret', 'Loadmaster', 'skadis ikea']",0,[],0,0,4,"by Rodgarius January 25, 2023",https://www.thingiverse.com/thing:5811694,5811694,https://cdn.thingiverse.com/assets/43/5f/11/8a/9e/card_preview_9729243a-f1a5-4d77-b605-25eff9ee481b.png
Microswitch housing with Lever,pek,6,"['microswitch', 'DIY electronics', 'filament holder', 'housing', 'limit switch', 'Limit Switch Mount', 'logitech', 'mouse', 'phone', 'Z Limit switch']",0,[],0,0,6,"by pek January 31, 2023",https://www.thingiverse.com/thing:5681691,5681691,https://cdn.thingiverse.com/assets/d4/a0/a0/71/87/card_preview_2d9049a0-f5c0-4b21-857b-c347bb771b67.jpg
The Time Surgeon (Doctor Who),NerdyFanBoi,6,"['28mm', 'doctor who']",0,[],0,0,6,"by NerdyFanBoi February 13, 2023",https://www.thingiverse.com/thing:5852051,5852051,https://cdn.thingiverse.com/assets/a4/fb/5f/44/b1/card_preview_d6824373-f707-4e1b-bfb7-e40d57ae9fab.png
CR10 Microswiss NG Cable Chain,ianewby,6,[],0,[],0,0,6,"by ianewby February 05, 2023",https://www.thingiverse.com/thing:5835701,5835701,https://cdn.thingiverse.com/assets/4b/a4/2a/9e/cd/card_preview_61cbd2d9-e0fb-4d65-bbf1-0b98320961f7.jpg
Rutabagataur,OkThen,6,"['centaur', 'Centaur World', 'figurine']",0,[],0,0,6,"by OkThen January 25, 2023",https://www.thingiverse.com/thing:5810993,5810993,https://cdn.thingiverse.com/assets/47/dd/bf/cd/08/card_preview_e2ad7ec3-e2ec-4e35-a64c-023ed6644217.jpg
Boarding Actions Eldar set - WH40k,Vontragg,6,"['Aeldari', 'Eldar', 'scenery', 'tabletop', 'warhammer40k', 'Warhammer 40000', 'warhammer 40k', 'WH40K']",7,"[['i have more of these i am currently processing it you want more of them for eldar looking features?', ""You do fine work sir. Just giving credit where credit is due. Hats off to you.\nI don't typically do Eldar stuff but thought it might be of interest to the pointy eared mob who play them :)i have been working on releasing some individual race themed zone mortallis corridors and halls, so far i have been working on orcs and pointy headed git varietiesLooking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663"", 'i have been working on releasing some individual race themed zone mortallis corridors and halls, so far i have been working on orcs and pointy headed git varietiesLooking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'Looking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'https://www.thingiverse.com/thing:5851663']]",0,0,6,"by Vontragg February 10, 2023",https://www.thingiverse.com/thing:5827194,5827194,https://cdn.thingiverse.com/assets/9f/ab/57/a1/9d/card_preview_6ad5ed61-4a34-41cd-9411-fc703931c0f2.png
Boy（scanned by Revopoint Range）,Revopoint,6,"['Gameboy', 'human']",0,[],0,0,1,"by Revopoint February 08, 2023",https://www.thingiverse.com/thing:5841915,5841915,https://cdn.thingiverse.com/assets/0a/39/e9/90/58/card_preview_92b1dd5a-3874-4c90-9480-521b7b2b75c1.png
Super Sea Snail,Janpetz,6,"['sea', 'Snail', 'splatoon', 'super', 'super sea snail', 'switch']",0,[],0,0,6,"by Janpetz February 12, 2023",https://www.thingiverse.com/thing:5851057,5851057,https://cdn.thingiverse.com/assets/92/e7/cc/ca/f7/card_preview_978230e3-ee84-452e-ab0d-07f92b925af5.jpg
Radiator Heating Hook Towel Rail Holder,QBe,6,"['bathroom', 'bathroom Organizer', 'holder', 'radiator', 'radiator hook', 'towel', 'towel holder', 'towel hook']",0,[],0,0,6,"by QBe February 06, 2023",https://www.thingiverse.com/thing:5838800,5838800,https://cdn.thingiverse.com/assets/56/14/31/98/a9/card_preview_2b9a1552-580a-4921-9d2b-e0af4cf9a04d.png
Urban building 30 - Town house (z-scale),BonnerBiber,6,"['building', 'Miniclub', 'model railroad', 'model railway', 'Model Train', 'Model Trains', 'n scale', 'scenery', 'Terrain', 'z scale']",0,[],0,0,4,"by BonnerBiber February 03, 2023",https://www.thingiverse.com/thing:5831961,5831961,https://cdn.thingiverse.com/assets/48/6d/28/e6/39/card_preview_17be19b7-1e16-4831-a5e1-09ec76546602.png
Little Power Hammer Base,CollinMonville,6,"['battery', 'Battery powered', 'blacksmith', 'Blacksmithing', 'little giant', 'mechanical toy', 'model', 'power hammer', 'scale model', 'working model']",3,"[['This is Awesome, great job!!!'], [""Awesome. I was planning on making a base for it that would house the batteries but you got ahead. Thanks, I'll mention you in the description."", ""Thanks. If you'd want to remix or redesign one feel free. I had just done this quickly to make sure mine stood up so its far from perfect. I appreciate the original design you did, it works well.""]]",0,0,6,"by CollinMonville January 27, 2023",https://www.thingiverse.com/thing:5816334,5816334,https://cdn.thingiverse.com/assets/b6/eb/e0/2e/38/card_preview_6c0acbc7-6f59-4eb0-a797-5aaff9b9dd61.jpg
Transformers Evolution Breakdown split spoiler pieces,Sandwichman1,6,"['accessories', 'breakdown', 'Breakdown spoiler', 'combiner', 'decepticon', 'evolution', 'Legacy', 'legacy evolution', 'menasor', 'spoiler', 'stunticon', 'stunticons', 'transformers', 'war for cybertron', 'wfc']",0,[],0,0,6,"by Sandwichman1 January 23, 2023",https://www.thingiverse.com/thing:5807187,5807187,https://cdn.thingiverse.com/assets/d8/8b/78/d2/62/card_preview_672093b5-73ee-417f-9e7a-f51cfef76b55.jpg
Mansions Of Madness - 2nd Edition - Box Organizer,Dnk85,6,"['Brita', 'container', 'flask']",0,[],0,0,4,"by Dnk85 January 23, 2023",https://www.thingiverse.com/thing:5806862,5806862,https://cdn.thingiverse.com/assets/08/be/9d/1e/2b/card_preview_c24818e6-abda-4676-bb99-55fc4beba44f.jpg
WARHAMMER WOUND TRACKER 12MM D6 DICE,ScooloV,6,[],0,[],0,0,6,"by ScooloV February 05, 2023",https://www.thingiverse.com/thing:5836412,5836412,https://cdn.thingiverse.com/assets/47/4f/79/9a/7c/card_preview_6312f0bb-3152-4666-8192-b1195cda3c97.JPG
seige_towers_undmaged_-_dark_elves_-_terrain,jimjimjimmyjim,6,['whfb'],0,[],0,0,6,"by jimjimjimmyjim February 10, 2023",https://www.thingiverse.com/thing:5847585,5847585,https://cdn.thingiverse.com/assets/8a/8d/74/71/bc/card_preview_c22a2377-6fc8-40a8-baff-08697e303a96.png
High Elf Hero on Griffon,Ystlund,6,"['Age of sigmar', 'dnd', 'dnd miniature', 'Elf', 'griffin', 'griffon', 'high elf', 'Oldhammer', 'warhammer', 'warhammer fantasy']",0,[],0,0,6,"by Ystlund February 10, 2023",https://www.thingiverse.com/thing:5846308,5846308,https://cdn.thingiverse.com/assets/1d/98/e1/be/72/card_preview_a7af043f-910e-4704-947f-1e58bbf5a53e.png
Infernal Imp - Axefork,SurrealFactory,6,"['boardgame', 'demon', 'Devil', 'dnd', 'dnd mini', 'dnd miniature', 'imp', 'Infernal', 'miniature', 'minion']",0,[],0,0,6,"by SurrealFactory January 26, 2023",https://www.thingiverse.com/thing:5814557,5814557,https://cdn.thingiverse.com/assets/3b/fd/00/b6/36/card_preview_1b2b3431-b63d-427e-895e-fc1fe3f27ca7.png
Aquatic Intellect Devourer,EdwinDijkshoorn2,6,"['dnd', 'dnd miniature']",0,[],0,0,6,"by EdwinDijkshoorn2 February 03, 2023",https://www.thingiverse.com/thing:5832187,5832187,https://cdn.thingiverse.com/assets/25/b5/1a/e0/d8/card_preview_3841d810-9266-409c-abe9-65286a97f076.png
Dragonborn w/ Spear,LaughingSatyr,6,[],0,[],0,0,6,"by LaughingSatyr February 07, 2023",https://www.thingiverse.com/thing:5838312,5838312,https://cdn.thingiverse.com/assets/1e/cf/46/74/02/card_preview_2fd2a521-ac28-468f-af19-5b8053037aef.png
Mansions Of Madness - 2nd Edition - Box Organizer,Dnk85,6,"['Brita', 'container', 'flask']",0,[],0,0,4,"by Dnk85 January 23, 2023",https://www.thingiverse.com/thing:5806862,5806862,https://cdn.thingiverse.com/assets/08/be/9d/1e/2b/card_preview_c24818e6-abda-4676-bb99-55fc4beba44f.jpg
Tiefling female rogue,dhobbs1968,6,"['female', 'female rogue', 'rogue', 'Tiefling', 'tiefling female', 'tiefling rogue']",0,[],0,0,6,"by dhobbs1968 January 29, 2023",https://www.thingiverse.com/thing:5820124,5820124,https://cdn.thingiverse.com/assets/b8/5e/c7/83/fb/card_preview_a900d678-ce5a-4e51-ae4a-fa46250d945e.png
High Elf Hero on Griffon,Ystlund,6,"['Age of sigmar', 'dnd', 'dnd miniature', 'Elf', 'griffin', 'griffon', 'high elf', 'Oldhammer', 'warhammer', 'warhammer fantasy']",0,[],0,0,6,"by Ystlund February 10, 2023",https://www.thingiverse.com/thing:5846308,5846308,https://cdn.thingiverse.com/assets/1d/98/e1/be/72/card_preview_a7af043f-910e-4704-947f-1e58bbf5a53e.png
WARHAMMER WOUND TRACKER 12MM D6 DICE,ScooloV,6,[],0,[],0,0,6,"by ScooloV February 05, 2023",https://www.thingiverse.com/thing:5836412,5836412,https://cdn.thingiverse.com/assets/47/4f/79/9a/7c/card_preview_6312f0bb-3152-4666-8192-b1195cda3c97.JPG
Infernal Imp - Axefork,SurrealFactory,6,"['boardgame', 'demon', 'Devil', 'dnd', 'dnd mini', 'dnd miniature', 'imp', 'Infernal', 'miniature', 'minion']",0,[],0,0,6,"by SurrealFactory January 26, 2023",https://www.thingiverse.com/thing:5814557,5814557,https://cdn.thingiverse.com/assets/3b/fd/00/b6/36/card_preview_1b2b3431-b63d-427e-895e-fc1fe3f27ca7.png
M700 Schuetzenturm v2,georg2608,6,"['M700', 'Worx', 'Worx Landroid']",0,[],0,0,6,"by georg2608 February 09, 2023",https://www.thingiverse.com/thing:5843474,5843474,https://cdn.thingiverse.com/assets/8f/8b/33/44/72/card_preview_99aa61d5-70b0-4c0c-82e6-bd9e02c5bbbf.jpg
Urban building 30 - Town house (z-scale),BonnerBiber,6,"['building', 'Miniclub', 'model railroad', 'model railway', 'Model Train', 'Model Trains', 'n scale', 'scenery', 'Terrain', 'z scale']",0,[],0,0,4,"by BonnerBiber February 03, 2023",https://www.thingiverse.com/thing:5831961,5831961,https://cdn.thingiverse.com/assets/48/6d/28/e6/39/card_preview_17be19b7-1e16-4831-a5e1-09ec76546602.png
Sci Fi Replica - Phantom Cruiser,DDDCellar,6,"['1960', 'adult swim', 'cartoon', 'Cartoon Network', 'phantom', 'Phantom Cruiser', 'Spaceship', 'Space Ghost']",0,[],0,0,3,"by DDDCellar January 27, 2023",https://www.thingiverse.com/thing:5816027,5816027,https://cdn.thingiverse.com/assets/67/0c/4d/8c/65/card_preview_c63e598c-9481-48b4-9540-4355c5d24511.jpg
Bambu Lab AMS light stand,onemoredave,6,"['AMS', 'bambu', 'Bambu Lab', 'LED', 'led strip', 'light']",0,[],0,0,6,"by onemoredave January 29, 2023",https://www.thingiverse.com/thing:5819780,5819780,https://cdn.thingiverse.com/assets/5c/2e/ee/30/0d/card_preview_086ea029-162f-4768-912a-d0a74a95dec8.jpg
Beagle Camera Mount for P1P,wapittman,6,"['bambu', 'Bambu Lab', 'Bambu p1p', 'beagle', 'Mintion', 'Mintion beagle', 'mintion camera', 'p1p']",0,[],0,0,6,"by wapittman January 30, 2023",https://www.thingiverse.com/thing:5821737,5821737,https://cdn.thingiverse.com/assets/55/79/06/4f/f1/card_preview_d971967e-3723-46df-a0aa-6541b6ae002d.png
Great Zatth Mata Style,Rothanak,6,"['bionicle', 'kanohi', 'kongu', 'LEGO', 'mahri']",0,[],0,0,2,"by Rothanak January 25, 2023",https://www.thingiverse.com/thing:5811072,5811072,https://cdn.thingiverse.com/assets/a5/63/18/3e/de/card_preview_8a70e451-7794-41f6-a3ab-36b9ed8cb5ec.png
Great Kadin Mata Style,Rothanak,6,"['bionicle', 'inika', 'jovan', 'kanohi', 'LEGO', 'nuparu']",0,[],0,0,2,"by Rothanak January 29, 2023",https://www.thingiverse.com/thing:5819418,5819418,https://cdn.thingiverse.com/assets/e8/c2/57/9e/0b/card_preview_79c8c21c-cd79-41f9-a2ba-e80480920a91.png
16 oz. Yeti Can Cooler Adapter for Standard 12 oz. Can,JoeyS3D,6,"['12oz', '16oz', 'adapter', 'can', 'container', 'conversion', 'converter', 'Coozie', 'holder', 'yeti']",0,[],0,0,6,"by JoeyS3D January 23, 2023",https://www.thingiverse.com/thing:5806585,5806585,https://cdn.thingiverse.com/assets/70/14/dc/c8/25/card_preview_c7ce118e-2d50-4e5e-96cd-9ae10348e5dc.png
Rutabagataur,OkThen,6,"['centaur', 'Centaur World', 'figurine']",0,[],0,0,6,"by OkThen January 25, 2023",https://www.thingiverse.com/thing:5810993,5810993,https://cdn.thingiverse.com/assets/47/dd/bf/cd/08/card_preview_e2ad7ec3-e2ec-4e35-a64c-023ed6644217.jpg
Super Sea Snail,Janpetz,6,"['sea', 'Snail', 'splatoon', 'super', 'super sea snail', 'switch']",0,[],0,0,6,"by Janpetz February 12, 2023",https://www.thingiverse.com/thing:5851057,5851057,https://cdn.thingiverse.com/assets/92/e7/cc/ca/f7/card_preview_978230e3-ee84-452e-ab0d-07f92b925af5.jpg
Boarding Actions Eldar set - WH40k,Vontragg,6,"['Aeldari', 'Eldar', 'scenery', 'tabletop', 'warhammer40k', 'Warhammer 40000', 'warhammer 40k', 'WH40K']",7,"[['i have more of these i am currently processing it you want more of them for eldar looking features?', ""You do fine work sir. Just giving credit where credit is due. Hats off to you.\nI don't typically do Eldar stuff but thought it might be of interest to the pointy eared mob who play them :)i have been working on releasing some individual race themed zone mortallis corridors and halls, so far i have been working on orcs and pointy headed git varietiesLooking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663"", 'i have been working on releasing some individual race themed zone mortallis corridors and halls, so far i have been working on orcs and pointy headed git varietiesLooking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'Looking forward to stealing... ...errr... ...looking at these when you post them :)did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'did you see the inquisimunda hallways i listed?What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'What is the exact title? I save or bookmark a lot of stuff for later...https://www.thingiverse.com/thing:5851663', 'https://www.thingiverse.com/thing:5851663']]",0,0,6,"by Vontragg February 10, 2023",https://www.thingiverse.com/thing:5827194,5827194,https://cdn.thingiverse.com/assets/9f/ab/57/a1/9d/card_preview_6ad5ed61-4a34-41cd-9411-fc703931c0f2.png
Boy（scanned by Revopoint Range）,Revopoint,6,"['Gameboy', 'human']",0,[],0,0,1,"by Revopoint February 08, 2023",https://www.thingiverse.com/thing:5841915,5841915,https://cdn.thingiverse.com/assets/0a/39/e9/90/58/card_preview_92b1dd5a-3874-4c90-9480-521b7b2b75c1.png
Simple Bookend,robertstrek,6,['bookend'],0,[],0,0,6,"by robertstrek February 10, 2023",https://www.thingiverse.com/thing:5846676,5846676,https://cdn.thingiverse.com/assets/2f/07/41/59/84/card_preview_0cd53548-ba59-4782-bb7a-af88be4528e9.png
TRX4 Blazer Dropbed,ZurellDesign,6,"['blazer', 'chevrolet k5 blazer', 'K5 Blazer', 'traxxas', 'Traxxas trx4', 'truckbed', 'truck bed', 'trx4', 'trx4 blazer']",0,[],0,0,4,"by ZurellDesign January 22, 2023",https://www.thingiverse.com/thing:5806305,5806305,https://cdn.thingiverse.com/assets/3d/cb/4a/47/77/card_preview_e5d919ae-8399-497c-a278-bae16c5916e5.jpg
Botton,CrazyCad71,6,"['botton', 'clothes']",0,[],0,0,6,"by CrazyCad71 February 08, 2023",https://www.thingiverse.com/thing:5842287,5842287,https://cdn.thingiverse.com/assets/e4/b3/e2/b2/3e/card_preview_f44a1150-0882-466f-b2dd-d2575673a9bb.png
Steckdosenwürfel,Gerners,6,"['cube', 'energy', 'Energycube', 'steckdose', 'Steckdosenwrfel', 'Wrfel']",0,[],0,0,1,"by Gerners February 10, 2023",https://www.thingiverse.com/thing:5846276,5846276,https://cdn.thingiverse.com/assets/21/9c/4f/48/0c/card_preview_2747d8e9-8973-466b-9786-da544a89dc85.jpeg
Narrow Gauge Wagon Turntable (non working),markholcroft,6,"['009', '009 Model Railway', 'narrow gauge', 'OO9', 'OO9 scale']",0,[],0,0,6,"by markholcroft January 27, 2023",https://www.thingiverse.com/thing:5816511,5816511,https://cdn.thingiverse.com/assets/87/b9/23/82/97/card_preview_8c7d5c01-057b-4727-86f1-3308e7601a3e.jpeg
BTT Smart Filament Sensor Mount,Zett_CZ,6,"['container', 'holder']",0,[],0,0,6,"by Zett_CZ January 22, 2023",https://www.thingiverse.com/thing:5806008,5806008,https://cdn.thingiverse.com/assets/37/15/ff/f9/7b/card_preview_e2cbf724-688b-46a8-865c-b565144fe7e4.jpg
Ender 3 - Spool Holder Adapter for DD sensor filament,Assesin,6,[],0,[],0,0,5,"by Assesin February 01, 2023",https://www.thingiverse.com/thing:5826174,5826174,https://cdn.thingiverse.com/assets/cd/6b/04/02/69/card_preview_569b22f3-e051-4ea9-a967-79f7678cdaf8.png
Keyboard Feet,KlinglerTheDude,6,['Keyboard Feet'],0,[],0,0,6,"by KlinglerTheDude January 23, 2023",https://www.thingiverse.com/thing:5808136,5808136,https://cdn.thingiverse.com/assets/f4/e0/7b/a3/cb/card_preview_9ad3ad31-4e26-4a5b-9789-16d9a34414fc.png
Blastx Phantom 3D model - Valorant,Kileraxi,6,"['blastx', 'Blastx phantom', 'phantom', 'riot', 'valorant', 'Valorant gun']",0,[],0,0,6,"by Kileraxi February 09, 2023",https://www.thingiverse.com/thing:5845231,5845231,https://cdn.thingiverse.com/assets/00/59/79/50/fc/card_preview_4d3e0c5b-a9d9-4ede-b48b-a09cf8a4ce69.png
Galarian Darmanitan,nbau,6,"['pokemon', 'pokemon figures']",0,[],0,0,3,"by nbau February 09, 2023",https://www.thingiverse.com/thing:5844391,5844391,https://cdn.thingiverse.com/assets/f3/36/d1/4e/7d/card_preview_c3d6151a-2da9-4078-bcb0-e3fc1e4a3c8f.jpg
Zscale rail bridge H beams,DjoekevanT,6,"['bridge', 'hbeam', 'Model Trains', 'train']",0,[],0,0,2,"by DjoekevanT February 01, 2023",https://www.thingiverse.com/thing:5827018,5827018,https://cdn.thingiverse.com/assets/a0/79/4a/b9/a9/card_preview_f45043dd-f88f-4d8b-99e8-befd658cacd4.png
Drunk buddy,htw112,6,"['28mm Miniatures', '3dprintable', 'diorama', 'dioramas', 'drunk', 'miniature', 'Model Trains', 'statue']",0,[],0,0,3,"by htw112 January 30, 2023",https://www.thingiverse.com/thing:5821836,5821836,https://cdn.thingiverse.com/assets/2a/04/fb/16/af/card_preview_57692814-afda-4a2c-98e8-747f75a20b3e.png
Drone Business Card V3,HPPAVILIONG7,6,"['build', 'businesscard', 'drone', 'dronepuzzle']",0,[],0,0,6,"by HPPAVILIONG7 February 07, 2023",https://www.thingiverse.com/thing:5841259,5841259,https://cdn.thingiverse.com/assets/47/60/af/1f/15/card_preview_25885cb8-b450-423e-8e35-3eeaa3f97737.png
British Battleships for Axis & Allies,jijam417,6,[],0,[],0,0,6,"by jijam417 January 27, 2023",https://www.thingiverse.com/thing:5816497,5816497,https://cdn.thingiverse.com/assets/72/0e/07/41/7e/card_preview_d7714846-b858-4110-9a55-35f20a8a7d30.png
Rhino 3D,layeredART,6,"['Africa', 'animal', 'Rhino', 'Rhino3D', 'rhinoceros']",0,[],0,0,3,"by layeredART February 06, 2023",https://www.thingiverse.com/thing:5838015,5838015,https://cdn.thingiverse.com/assets/44/27/3e/16/12/card_preview_7b9fbbae-f3a3-4c7c-a886-91e1eb3433b5.png
Grasping vines,lukealott,6,[],0,[],0,0,6,"by lukealott February 13, 2023",https://www.thingiverse.com/thing:5853166,5853166,https://cdn.thingiverse.com/assets/f7/cf/b6/07/49/card_preview_937f93a1-453b-4f0a-b48c-db38c58fb167.png
".303 British, Head Down, Spring Latch Modular Ammo Box",brass_ring,6,"['303british', 'ammo', 'ammo box', 'bullet', 'bullets', 'cartridge', 'Cartridges', 'cartridge holder', 'cartridge reloading']",0,[],1,0,4,"by brass_ring February 05, 2023",https://www.thingiverse.com/thing:5835382,5835382,https://cdn.thingiverse.com/assets/df/26/73/29/ec/card_preview_d1e56043-1ee5-40e0-aaca-f3d02c4e5903.jpg
Mason jar lid with spout added,alexnphillips,6,[],0,[],0,0,6,"by alexnphillips February 01, 2023",https://www.thingiverse.com/thing:5827027,5827027,https://cdn.thingiverse.com/assets/f4/5e/f8/58/8a/card_preview_5d2171ee-5ac2-4320-b24a-5c1adb690910.png
support assembly craft - scifi,jimjimjimmyjim,6,['scifi'],0,[],0,0,6,"by jimjimjimmyjim February 14, 2023",https://www.thingiverse.com/thing:5853535,5853535,https://cdn.thingiverse.com/assets/8f/33/59/63/30/card_preview_e0092e35-a14b-4fb1-b107-2a7a6591512e.png
SCULPFUN Laser Honeycomb dogs,Terminus,6,"['clamp', 'dogs', 'honeycomb', 'laser', 'sculpfun', 'Sculpfun S9']",0,[],0,0,6,"by Terminus January 26, 2023",https://www.thingiverse.com/thing:5813468,5813468,https://cdn.thingiverse.com/assets/77/fa/19/2d/0e/card_preview_23602120-7422-4896-bb9f-22a3d1bd93fe.jpg
